job_title,company,job_location,job_link,first_seen,search_city,search_country,job level,job_type,job_summary,job_skills,job_skills_raw,job_skills_cleaned
Data Analyst,Millennium Corporation,"Huntsville, AL",https://www.linkedin.com/jobs/view/data-analyst-at-millennium-corporation-3773576986,2023-12-17,Alabama,United States,Mid senior,Onsite,"Millennium Corporation is hiring a
Data Analyst to work in Huntsville, AL. The candidate must have an active secret clearance.
The Data Analyst will:
Interact with government personnel to provide comprehensive information within tight time constraints.
Demonstrate ability to research and create detailed computing system documentation.
Create visual representations of cyber activities relating to persistent operations.
Comprehensively document significant findings.
Collaborate with the Data Analyst team, cyber operators, and customer to generate weekly reports to decision makers.
Qualifications:
Active Secret Clearance.
Bachelor’s Degree from an accredited college or university.
5 or more years of practical experience as a Data Analyst.
Proven analytics skills, including mining, evaluation, and visualization.
Technical writing experience in relevant areas, including queries, reports, and presentations.
Ability to interpret on network activities and represent those activities graphically.
Strong SQL or Excel skills, with aptitude for learning other analytics tools.
Experience with improving deliverables, refining content, and creating visuals and diagrams for technical support content.
Preferred Experience:
Experience working in a secure DoD environment.
Experience with database and model design and segmentation techniques.
Practical experience in statistical analysis using statistical packages, including Excel, SPSS, and SAS.
Proven success in a collaborative, team-oriented environment.
Show more
Show less","Data Analysis, Secret Clearance, Cybersecurity, SQL, Excel, Data Visualization, Documentation, Technical Writing, Network Analysis, Statistical Analysis, DoD Environment, Database Design, Segmentation Techniques, SPSS, SAS","data analysis, secret clearance, cybersecurity, sql, excel, data visualization, documentation, technical writing, network analysis, statistical analysis, dod environment, database design, segmentation techniques, spss, sas","cybersecurity, dataanalytics, database design, documentation, dod environment, excel, network analysis, sas, secret clearance, segmentation techniques, spss, sql, statistical analysis, technical writing, visualization"
Senior Data Analyst Engineer Levels I - III,Gray Analytics,"Huntsville, AL",https://www.linkedin.com/jobs/view/senior-data-analyst-engineer-levels-i-iii-at-gray-analytics-3772936548,2023-12-17,Alabama,United States,Mid senior,Onsite,"Gray Analytics was founded in 2018 with a vision to bring innovative and creative solutions in the cybersecurity, IT, engineering, and scientific spheres. Our customers span across the commercial and federal domains with our goal being to bring excellent customer service to our clients and employees.
Without the bureaucracy that often exists in larger corporations, Gray Analytics offers increased work flexibility, visibility in company progress, and greater opportunities for advancement. It's with our employees' support that we can help our clients achieve mission and operational success.
At Gray Analytics, our goal is simple: to help our country, its businesses, and its organizations improve security in the Cyber realm. Period.
Location:
Redstone Arsenal, AL
Status:
Full-time exempt
**This role is contingent upon contract award**
What You'll Be Doing
Perform database design activities for software development and lab infrastructure support capabilities.
Work with the Software Development Team to define the structure and metadata for collection of MDA Test Resource and Asset objects.
Must Haves
Experienced in the development of a SQL Server based database architecture for application defined assets, conditions, constraints, test objectives, and other objects required to support an asset-based scheduling application.
Expertise in designing an operational database that supports optimization assessments of scheduling assets.
Level I Requirements:
0-10 years of experience.
Level II Requirements:
10-14 years of experience.
Level III Requirements:
15+ years of experience.
Security Requirements
An Active Secret Clearance is required in order to be considered.
About Gray Analytics
Gray Analytics values our employees as our most important resource. To showcase these values, we offer not only traditional medical, disability, life, etc. coverages that begin on day one of employment, but also unique benefits to improve our employees' quality of life. Some of these unique benefits include:
A PTO policy based on total years of experience, not years of service to the company. PTO is available for use immediately at hire, subject to company needs.
Eligibility for 401K contributions and company matching, Pet Insurance through Spot, Flexible Spending Account, and Tuition and Professional Development Funds begin on day one of employment.
Charitable donations program on a yearly and quarterly basis where employees can nominate a non-profit of choice to receive donations.
Gray Analytics is an Equal Opportunity Employer and VEVRAA Federal Contractor. This contractor and subcontractor shall abide by the requirements of 41 CFR 60-1.4(a), 60-300.5(a) and 60-741.5(a). These regulations prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities and prohibit discrimination against all individuals based on their race, color, religion, sex, gender identity, sexual orientation, or national origin. Moreover, these regulations require that covered prime contractors and subcontractors take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, protected veteran status or disability. Gray Analytics, Inc. welcomes minority and veteran applicants.
Show more
Show less","SQL Server, Database design, Software development, Optimization assessments, Scheduling assets, Secret Clearance","sql server, database design, software development, optimization assessments, scheduling assets, secret clearance","database design, optimization assessments, scheduling assets, secret clearance, software development, sql server"
Principal Data Engineer,Motion,"Birmingham, AL",https://www.linkedin.com/jobs/view/principal-data-engineer-at-motion-3696998097,2023-12-17,Alabama,United States,Mid senior,Onsite,"Job Description…
This Principal Data Engineer role will lead the design and development of solutions that power Motion’s data analytics. The role will work with data partners all over the world to build enterprise-class solutions that promote innovation and insights with data. Motion offers an excellent benefits package that includes options for healthcare coverage, 401(k), tuition reimbursement, vacation, sick, and holiday pay. You must be eligible to work in the US without Visa Sponsorship.
Responsibilities:
Develop and maintain a framework for consuming data from various sources in various formats
Design and develop database objects/models to support data reporting and analytics
Develop and support business intelligence reporting across the organization
Responsible for stewarding and/or leading team standards, procedures and methodologies associated with data ingestion, warehousing, and analytics
Responsible for mentoring peers in standards and practices. May lead and direct the work of others
Collaborate with internal and external stakeholders to understand the business needs related to data
Maintain knowledge of the tools and technology available to forward data reporting and analysis
Qualifications:
7+ years of data engineering/ETL with focus on data warehousing
3+ years of data reporting with business intelligence tools
Proficiency in SQL
Proficiency with data warehouse design, concepts, and practices
Proficiency with data integration/ETL tools, Informatica specifically
Exposure to Google BigQuery
A Bachelor's, or associates, Degree in a related field or equivalent work experience
Attention to detail
Preferred:
Proficiency with Power BI
Experience with DB2
Experience with AI/ML development
Experience with Java or Python
Understanding of service-oriented architecture
Not the right fit? Let us know you're interested in a future opportunity by joining our Talent Community on jobs.genpt.com or create an account to set up email alerts as new job postings become available that meet your interest!
GPC conducts its business without regard to sex, race, creed, color, religion, marital status, national origin, citizenship status, age, pregnancy, sexual orientation, gender identity or expression, genetic information, disability, military status, status as a veteran, or any other protected characteristic. GPC's policy is to recruit, hire, train, promote, assign, transfer and terminate employees based on their own ability, achievement, experience and conduct and other legitimate business reasons.
Show more
Show less","Data Engineering, ETL, Data Warehousing, Database Design, Business Intelligence, SQL, Data Integration, Informatica, Google BigQuery, Power BI, DB2, AI/ML Development, Java, Python, ServiceOriented Architecture","data engineering, etl, data warehousing, database design, business intelligence, sql, data integration, informatica, google bigquery, power bi, db2, aiml development, java, python, serviceoriented architecture","aiml development, business intelligence, data engineering, data integration, database design, datawarehouse, db2, etl, google bigquery, informatica, java, powerbi, python, serviceoriented architecture, sql"
Clinical Data Analyst,Children's of Alabama,"Birmingham, AL",https://www.linkedin.com/jobs/view/clinical-data-analyst-at-children-s-of-alabama-3747486689,2023-12-17,Alabama,United States,Mid senior,Onsite,"Summary
Job Summary
Responsible for providing support to the Performance Improvement Department with statistical analysis of performance improvement data using quality control tools. Identifies trends and other relationships among data. Develops report specifications and collaborate with clinical report writers on data extraction and new requests. An ability to translate other types of data into easily understood formats. Ability to present a summary of quality data for use by the medical staff, administration, and departments in performance improvement.
Education
Bachelor's degree in Health Information Management, Healthcare Administration or other healthcare related field required.
Master's degree in Healthcare Administration, Public Health, or Business Analytics preferred
Experience
2 years experience in healthcare data management and/or quality improvement
Licensures, Certifications, and/or Registries
Additional Information
Main Campus Children's of Alabama
Show more
Show less","Statistical analysis, Data extraction, Report writing, Data visualization, Quality improvement, Healthcare data management, Health Information Management, Healthcare Administration, Public Health, Business Analytics","statistical analysis, data extraction, report writing, data visualization, quality improvement, healthcare data management, health information management, healthcare administration, public health, business analytics","business analytics, data extraction, health information management, healthcare administration, healthcare data management, public health, quality improvement, report writing, statistical analysis, visualization"
DATA BASE ANALYST III,University of Alabama at Birmingham,"Birmingham, AL",https://www.linkedin.com/jobs/view/data-base-analyst-iii-at-university-of-alabama-at-birmingham-3760654811,2023-12-17,Alabama,United States,Mid senior,Onsite,"Position Summary:
Participates in analysis, design, estimates, development, documentation, testing and implementation of new database back-end web applications. Performs standard database maintenance and administration tasks Enhance database security to follow industry best practices Perform duties of a scrum master Performs routine configuration, installation, and reconfiguration of database and related products Identifies and investigates complex database problems and issues and recommends corrective actions Uses database management system software and tools to collect performance statistics Create innovative reports and dashboards Provides maintenance and support for programs within existing systems. Liaison with user, technical support, training, and operations personnel. Provides technical and administrative support to the department. .Net web application development using ASP, C#, VB, PL/SQL, CSS, AJAX and other JavaScript Frameworks like JQuery and HTML5 Experience in MS SQL, MySQL, IIS, PHP, and Apache .NET Framework, MVC, Razor Experience in Web Development technologies: XML, JSON, Web Services Expertise in PL/SQL(triggers, procedures, functions and packages), SQL Developer, Oracle SQL Knowledge of Team Foundation Server, IIS, Windows Services, Task Schedulers Knowledge of Agile Development Methodologies and frameworks such as SCRUM An understanding of system analysis and design and a proven ability to interface effectively with users and administrative personnel Must have excellent interpersonal skills and have had client facing roles which encompass all phases of the SDLC. Train junior staff
Duties and Responsibilities :
Directs design of new data bases/files and fine-tune performance of existing data bases/files.
Consults with members of department as required to perform problem determination.
Maintains data base recoverability.
Provides support to the department as technical consultant for planning and implementing systems with ready accessibility to appropriate data.
Controls the security of all data in the data base.
Handles special file-related projects
Extends professional skills and knowledge.
Provides technical and administrative support to the department
Perform other duties as assigned
Salary Range: $67,070 - $108,990
Bachelor's degree in Computer Science, Engineering, Math or a related field and five (5) years of related experience required. Work experience may substitute for education requirement. A list of experience and education substitutions can be found on the UAB Compensation website, if job allows for such substitutions.
Preferred Qualifications:
We are always on the lookout for dynamic and energetic person to assist us with these responsibilities. There are tremendous opportunities for growth and professional development. In addition to the technical responsibilities, the person will have these additional duties.
Be a team player
Self-motivated
Effortlessly work in a constantly demanding environment
Work under minimal guidance
Excel in Customer Service
Evaluate, test, and suggest new technologies
Documentation
Work closely with HSIS and UAB Central IT on integration.
Primary Location
University
Job Category
Information Technology
Organization
311400000 Department of Medicine Chair Office
Employee Status
Regular
Shift
Day/1st Shift
Show more
Show less","ASP, C#, VB, PL/SQL, CSS, JavaScript, JQuery, HTML5, MS SQL, MySQL, IIS, PHP, Apache, Oracle SQL, Team Foundation Server, Windows Services, Task Schedulers, Agile Development, SCRUM, system analysis and design, SDLC, data structures, algorithms, data management, databases, networking, XML, JSON, Web Services","asp, c, vb, plsql, css, javascript, jquery, html5, ms sql, mysql, iis, php, apache, oracle sql, team foundation server, windows services, task schedulers, agile development, scrum, system analysis and design, sdlc, data structures, algorithms, data management, databases, networking, xml, json, web services","agile development, algorithms, apache, asp, c, css, data management, data structures, databases, html5, iis, javascript, jquery, json, ms sql, mysql, networking, oracle sql, php, plsql, scrum, sdlc, system analysis and design, task schedulers, team foundation server, vb, web services, windows services, xml"
Big Data Integration Engineer,"KBR, Inc.","Houston, AL",https://www.linkedin.com/jobs/view/big-data-integration-engineer-at-kbr-inc-3765779744,2023-12-17,Alabama,United States,Mid senior,Onsite,"Title:
Big Data Integration Engineer
About This Position
The successful candidate will be part of the KBR team supporting the Test Resource Management Center’s (TRMC) Big Data (BD) and Knowledge Management (KM) Team deploying BD and KM systems for DoD testing Ranges and various acquisition programs.
This is being hired nationwide as it is a remote work capable position. The candidate can either work in one of KBR’s facilities or work from home, assuming the candidate has a stable internet connection.
Responsibilities:
Deployment and integration of a highly visible data analytic project called Cloud Hybrid Edge-to-Enterprise Evaluation Test & Analysis Suite (CHEETAS) at multiple DoD ranges and labs
Work with the data science and software engineering team members to support our customers by demonstrating the ‘art of the possible’ with insights gained from analyzing DoD Test & Evaluation data
Deploy and configure Big Data and Knowledge Management tools in an enterprise environment
Configure and troubleshoot a variety of Big Data ecosystem tools
Work with a wide range of stakeholders and functional teams at various levels of experience
Become a CHEETAS deployment subject matter expert
Act as a critical part of our technical team responsible for deploying CHEETAS within customer environments
Work closely with system administrators and software developers to communicate, document and ultimately resolve deployment issues as they arise
Provide deployment services to various DoD testing Ranges and acquisition programs
Deploy CHEETAS within disparate environments (on different non-standard hardware stacks and integrated into different existing ecosystems) sometimes located within DoD vaults with no outside internet connectivity
Act as the frontline interface that customers will have when first experiencing CHEETAS within their DoD Range and lab environments
This requisition will be used to hire multiple individuals
Entry level Integration Engineers will
NOT
be considered due to the breadth of knowledge necessary to be successful in the position. This position is anticipated to require travel of 25% with surges possible up to 50% to support end users located at various DoD Ranges and Labs across the United States.
Come join the KBR BDKM team and be a part of the award-winning team responsible for revolutionizing how data analysis is performed across the entire Department of Defense!
Basic Qualifications
This position requires a bachelor's degree in a STEM Computer Science, Data Science, Statistics or related, technical field, and 7-10 years of experience. Entry level Integration Engineers will NOT be considered.
Previous experience must include five (5) years of hands-on experience in big data environments.
Previous experience must include three (3) years of hands-on experience with Kubernetes. Experience in the integration with and configuration of: Hadoop, SQL Server Big Data Cluster, Kubernetes, CentOS, Ubuntu, RedHat, Windows Server, VMWare, etc.)
Active or Current Secret Clearance required - Top Secret Clearance preferred.
Knowledge / Skills / Abilities:
Experience with installation, configuration, integration with and usage of the following tools and technologies: Helms Charts, YAML, Kubernetes, Kubectl, Kubernetes IDE, NFS, SMB, S3, SQL Server, Windows Server, Windows 10/11, Linux (CentOS, Ubuntu, RedHat), Hadoop.
Must be prepared to learn new business processes or CHEETAS application nuances every Agile sprint release (roughly every 6 weeks) prior to deploying to customer sites.
Experience with working in distributed team environment is preferred.
Ability to problem solve, debug, and troubleshoot while under pressure and time constraints is required.
Ability to communicate effectively about technical topics to both experts and non-experts at both the management and technical level is required.
Excellent interpersonal skills, oral and written communication skills, and strong personal motivation are necessary to succeed within this position.
Ability to work independently and provide appropriate recommendations for optimal design, analysis, and development.
Excellent written and verbal communications skills are required, as the Integration Engineer will be in frequent contact with the project technical lead, be taking direction from various government leads, and will frequently be interacting with end users to gather requirements and implement solutions while away from other team members.
Ability to teach and mentor engineers with a variety of skill levels and backgrounds is a plus.
Excellent testing, debugging and problem-solving skills are required to be successful in this position.
Experience designing, building, integrating with and maintaining both new and existing big data systems and solutions.
Additional Qualifications
The preferred candidate will have experience working in government/defense labs and their computing restrictions.
Knowledge of the Test and Training Enabling Architecture (TENA), the Joint Mission Environment Testing Capability (JMETC), and Distributed Testing and Training is a plus.
Experience working with major DoD Acquisition programs such as Joint Strike Fighter (JSF) or Missile Defense Agency (MDA) is a plus.
Knowledge of DoD Cybersecurity policies is a plus.
KBR is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law.
Show more
Show less","Kubernetes, Big Data, SQL, Linux, Hadoop, CentOS, Ubuntu, RedHat, Windows Server, SQL Server, VMWare, YAML, Helms Charts, Kubernetes IDE, NFS, SMB, S3, Windows 10/11","kubernetes, big data, sql, linux, hadoop, centos, ubuntu, redhat, windows server, sql server, vmware, yaml, helms charts, kubernetes ide, nfs, smb, s3, windows 1011","big data, centos, hadoop, helms charts, kubernetes, kubernetes ide, linux, nfs, redhat, s3, smb, sql, sql server, ubuntu, vmware, windows 1011, windows server, yaml"
Data Engineer - Scala(U.S. remote),Railroad19,"Tuscaloosa, AL",https://www.linkedin.com/jobs/view/data-engineer-scala-u-s-remote-at-railroad19-3782858017,2023-12-17,Alabama,United States,Mid senior,Remote,"Railroad19, Inc.
is hiring
remote
Senior Data Engineers
to be a solid technical resource on a dynamic and growing team of accomplished engineers.
Our ideal candidate is passionate about creating well-architected solutions containing thoroughly tested code. The ability to communicate effectively and develop relationships by empathizing with client goals is a highly valued skill within our company culture.
Core Responsibilities:
Develop new and enhance existing application services
Writing tests to maintain code quality
Understand and adapt to our client's evolving business requirements within the television advertising domain.
Participate in detailed technical design sessions to understand client needs and provide productive feedback
Identify new opportunities, tools, and services to enhance the software platform
Support and troubleshoot issues, identify the root cause, and proactively recommend corrective actions
Skills & Experience:
Scala 2.12 + development experience
Passionate about developing clean and maintainable code with little or no side-effects
Experience building Restful APIs in Scala using Spark 2.4
Strong hands-on experience with AWS running spark jobs on ephemeral EMR clusters on AWS and S3.
Experience with relational and non-relational databases
Willingness to learn new technologies and takes pride in keeping up with the latest technologies and practices within the Scala and Spark development community
Excellent oral and written communication skills
Strong analytical and problem-solving skills
Self-directed and can effectively deliver solutions with little oversight
A bachelor's or master's degree in computer science, computer engineering, or other technical disciplines or equivalent work experience is preferred but not required.
$120,000 - $160,000 a year
Salary is commensurate with experience.
We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal-opportunity workplace.
#Hiringnow
We are actively hiring (Data Engineers)
#remote #Scala #DataEngineering #ApacheSpark
Show more
Show less","Scala 2.12, Spark 2.4, AWS, EMR, S3, Relational databases, Nonrelational databases, Restful APIs, Analytical skills, Problemsolving skills, Communication skills","scala 212, spark 24, aws, emr, s3, relational databases, nonrelational databases, restful apis, analytical skills, problemsolving skills, communication skills","analytical skills, aws, communication skills, emr, nonrelational databases, problemsolving skills, relational databases, restful apis, s3, scala 212, spark 24"
Data Engineer - Scala(U.S. remote),Railroad19,"Montgomery, AL",https://www.linkedin.com/jobs/view/data-engineer-scala-u-s-remote-at-railroad19-3782858015,2023-12-17,Alabama,United States,Mid senior,Remote,"Railroad19, Inc.
is hiring
remote
Senior Data Engineers
to be a solid technical resource on a dynamic and growing team of accomplished engineers.
Our ideal candidate is passionate about creating well-architected solutions containing thoroughly tested code. The ability to communicate effectively and develop relationships by empathizing with client goals is a highly valued skill within our company culture.
Core Responsibilities:
Develop new and enhance existing application services
Writing tests to maintain code quality
Understand and adapt to our client's evolving business requirements within the television advertising domain.
Participate in detailed technical design sessions to understand client needs and provide productive feedback
Identify new opportunities, tools, and services to enhance the software platform
Support and troubleshoot issues, identify the root cause, and proactively recommend corrective actions
Skills & Experience:
Scala 2.12 + development experience
Passionate about developing clean and maintainable code with little or no side-effects
Experience building Restful APIs in Scala using Spark 2.4
Strong hands-on experience with AWS running spark jobs on ephemeral EMR clusters on AWS and S3.
Experience with relational and non-relational databases
Willingness to learn new technologies and takes pride in keeping up with the latest technologies and practices within the Scala and Spark development community
Excellent oral and written communication skills
Strong analytical and problem-solving skills
Self-directed and can effectively deliver solutions with little oversight
A bachelor's or master's degree in computer science, computer engineering, or other technical disciplines or equivalent work experience is preferred but not required.
$120,000 - $160,000 a year
Salary is commensurate with experience.
We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal-opportunity workplace.
#Hiringnow
We are actively hiring (Data Engineers)
#remote #Scala #DataEngineering #ApacheSpark
Show more
Show less","Apache Spark, AWS S3, EMR, Scala, Spark 2.4, Restful APIs, Databases, Data Engineering, Computer Science, Computer Engineering","apache spark, aws s3, emr, scala, spark 24, restful apis, databases, data engineering, computer science, computer engineering","apache spark, aws s3, computer engineering, computer science, data engineering, databases, emr, restful apis, scala, spark 24"
Data Engineer - Scala(U.S. remote),Railroad19,"Birmingham, AL",https://www.linkedin.com/jobs/view/data-engineer-scala-u-s-remote-at-railroad19-3782852780,2023-12-17,Alabama,United States,Mid senior,Remote,"Railroad19, Inc.
is hiring
remote
Senior Data Engineers
to be a solid technical resource on a dynamic and growing team of accomplished engineers.
Our ideal candidate is passionate about creating well-architected solutions containing thoroughly tested code. The ability to communicate effectively and develop relationships by empathizing with client goals is a highly valued skill within our company culture.
Core Responsibilities:
Develop new and enhance existing application services
Writing tests to maintain code quality
Understand and adapt to our client's evolving business requirements within the television advertising domain.
Participate in detailed technical design sessions to understand client needs and provide productive feedback
Identify new opportunities, tools, and services to enhance the software platform
Support and troubleshoot issues, identify the root cause, and proactively recommend corrective actions
Skills & Experience:
Scala 2.12 + development experience
Passionate about developing clean and maintainable code with little or no side-effects
Experience building Restful APIs in Scala using Spark 2.4
Strong hands-on experience with AWS running spark jobs on ephemeral EMR clusters on AWS and S3.
Experience with relational and non-relational databases
Willingness to learn new technologies and takes pride in keeping up with the latest technologies and practices within the Scala and Spark development community
Excellent oral and written communication skills
Strong analytical and problem-solving skills
Self-directed and can effectively deliver solutions with little oversight
A bachelor's or master's degree in computer science, computer engineering, or other technical disciplines or equivalent work experience is preferred but not required.
$120,000 - $160,000 a year
Salary is commensurate with experience.
We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal-opportunity workplace.
#Hiringnow
We are actively hiring (Data Engineers)
#remote #Scala #DataEngineering #ApacheSpark
Show more
Show less","Scala, Spark, AWS, EMR, S3, Restful APIs, Relational databases, Nonrelational databases, Data Engineering, Software development, Troubleshooting, Problemsolving, Communication, Analytical skills","scala, spark, aws, emr, s3, restful apis, relational databases, nonrelational databases, data engineering, software development, troubleshooting, problemsolving, communication, analytical skills","analytical skills, aws, communication, data engineering, emr, nonrelational databases, problemsolving, relational databases, restful apis, s3, scala, software development, spark, troubleshooting"
Senior Data Engineer (50% REMOTE) with Security Clearance,ClearanceJobs,"Huntsville, AL",https://www.linkedin.com/jobs/view/senior-data-engineer-50%25-remote-with-security-clearance-at-clearancejobs-3753481742,2023-12-17,Alabama,United States,Mid senior,Remote,"Senior Data Engineer- ETL
Locations: Huntsville, Alabama (50% REMOTE)
Clearance Requirement: Active Top-Secret Clearance (SCI Eligibility) Technology is constantly changing, and our adversaries are digitally exceeding law enforcement’s
ability to keep pace. Those charged with protecting the United States are not always able to access the
evidence needed to prosecute crime and prevent terrorism. In response to this challenge, we are
seeking a Senior Data Engineer with ETL expertise to provide proven, industry leading capabilities to
our customer.
Experience with data exploration techniques and development of quantitative and qualitative data analysis process, design robust ETL pipelines.
Experience with ETL development, extraction, and parsing.
Work in a team environment to design, develop, and support a software system which is undergoing a modernization.
Participate in developing new functionality and migrating the application into the cloud and introducing new technologies into the tech stack.
Participate in Agile Scrum SDLC activities.
Support developing Agile SDLC phase documentation.
Perform unit and integration testing of software/systems prior to release to the users for user acceptance testing. Required Qualifications
BS degree and twelve (12) years of experience with programming and software development including analysis, design, development, implementation, testing, maintenance, quality assurance, troubleshooting and/or upgrading of software systems.
Five (5) years of experience architecting software solutions based on customer requirement.
Led a technical team for at least five (5) years.
Three (3) years of experience designing and implementing automated build and deployment pipelines and supporting platform.
Experience troubleshooting and supporting enterprise applications while maintaining 24/7 availability.
A current Top Secret security clearance with SCI eligibility and the ability to obtain a polygraph. Desired Qualifications
Knowledge of Tika
Experience with AWS cloud services
Knowledge of data acquisition and ingestion of structured and unstructured data sources ensuring quality and data integrity
Experience with open-source technologies like Docker, Elasticsearch, and NoSQL Databases,
Experience with an Agile environment and have developed User Stories.
Experience with AWS Lamda, SQS, or NiFi
Show more
Show less","ETL, Data exploration techniques, Quantitative analysis, Qualitative analysis, Data pipelines, Extraction, Parsing, Software modernization, Agile Scrum SDLC, Unit testing, Integration testing, User acceptance testing, Programming, Software development, Analysis, Design, Implementation, Maintenance, Quality assurance, Troubleshooting, Upgrading, Software solutions, Technical team leadership, Automated build and deployment pipelines, Platform support, Enterprise applications, Top Secret security clearance, Polygraph ability, Tika, AWS cloud services, Data acquisition, Data ingestion, Structured data sources, Unstructured data sources, Data quality, Data integrity, Opensource technologies, Docker, Elasticsearch, NoSQL databases, Agile environment, User Stories, AWS Lamda, SQS, NiFi","etl, data exploration techniques, quantitative analysis, qualitative analysis, data pipelines, extraction, parsing, software modernization, agile scrum sdlc, unit testing, integration testing, user acceptance testing, programming, software development, analysis, design, implementation, maintenance, quality assurance, troubleshooting, upgrading, software solutions, technical team leadership, automated build and deployment pipelines, platform support, enterprise applications, top secret security clearance, polygraph ability, tika, aws cloud services, data acquisition, data ingestion, structured data sources, unstructured data sources, data quality, data integrity, opensource technologies, docker, elasticsearch, nosql databases, agile environment, user stories, aws lamda, sqs, nifi","agile environment, agile scrum sdlc, analysis, automated build and deployment pipelines, aws cloud services, aws lamda, data acquisition, data exploration techniques, data ingestion, data integrity, data quality, datapipeline, design, docker, elasticsearch, enterprise applications, etl, extraction, implementation, integration testing, maintenance, nifi, nosql databases, opensource technologies, parsing, platform support, polygraph ability, programming, qualitative analysis, quality assurance, quantitative analysis, software development, software modernization, software solutions, sqs, structured data sources, technical team leadership, tika, top secret security clearance, troubleshooting, unit testing, unstructured data sources, upgrading, user acceptance testing, user stories"
